"Year","Quarter","Month","HHS_Region","Pathogen","Number_of_isolates","Past_two_years_average"
"2,024","3","7","Region 7 - Kansas City","STEC","107","107"
"2,024","3","8","Region 7 - Kansas City","STEC","74","86.5"
"2,024","3","9","Region 7 - Kansas City","STEC","49","73"
"2,024","4","10","Region 7 - Kansas City","STEC","72","52"
"2,024","4","11","Region 7 - Kansas City","STEC","93","38"
"2,024","4","12","Region 7 - Kansas City","STEC","27","22"
"2,025","1","1","Region 7 - Kansas City","STEC","20","25"
"2,025","1","2","Region 7 - Kansas City","STEC","18","22"
"2,025","1","3","Region 7 - Kansas City","STEC","27","36"
"2,025","2","4","Region 7 - Kansas City","STEC","40","38.5"
"2,025","2","5","Region 7 - Kansas City","STEC","45","70.5"
"2,023","1","1","Region 7 - Kansas City","Salmonella","118","50"
"2,023","1","2","Region 7 - Kansas City","Salmonella","98","46"
"2,023","1","3","Region 7 - Kansas City","Salmonella","158","54"
"2,023","2","4","Region 7 - Kansas City","Salmonella","137","60"
"2,023","2","5","Region 7 - Kansas City","Salmonella","240","86"
"2,023","2","6","Region 7 - Kansas City","Salmonella","266","104.5"
"2,023","3","7","Region 7 - Kansas City","Salmonella","313","150.5"
"2,023","3","8","Region 7 - Kansas City","Salmonella","298","147"
"2,023","3","9","Region 7 - Kansas City","Salmonella","280","133.5"
"2,023","4","10","Region 7 - Kansas City","Salmonella","223","102"
"2,023","4","11","Region 7 - Kansas City","Salmonella","161","64"
"2,023","4","12","Region 7 - Kansas City","Salmonella","114","74"
"2,024","1","1","Region 7 - Kansas City","Salmonella","120","109"
"2,024","1","2","Region 7 - Kansas City","Salmonella","126","95"
"2,024","1","3","Region 7 - Kansas City","Salmonella","130","133"
"2,024","2","4","Region 7 - Kansas City","Salmonella","157","128.5"
"2,024","2","5","Region 7 - Kansas City","Salmonella","202","206"
"2,024","2","6","Region 7 - Kansas City","Salmonella","257","237.5"
"2,024","3","7","Region 7 - Kansas City","Salmonella","284","307"
"2,024","3","8","Region 7 - Kansas City","Salmonella","267","296"
"2,024","4","10","Region 7 - Kansas City","Salmonella","245","213.5"
"2,024","4","11","Region 7 - Kansas City","Salmonella","170","144.5"
"2,024","4","12","Region 7 - Kansas City","Salmonella","149","131"
"2,025","1","1","Region 7 - Kansas City","Salmonella","124","119"
"2,025","1","2","Region 7 - Kansas City","Salmonella","106","112"
"2,025","1","3","Region 7 - Kansas City","Salmonella","130","144"
"2,025","2","4","Region 7 - Kansas City","Salmonella","157","147"
"2,023","1","1","Region 7 - Kansas City","Shigella","10","2"
"2,023","1","2","Region 7 - Kansas City","Shigella","10","5"
"2,023","1","3","Region 7 - Kansas City","Shigella","6","2"
"2,023","2","4","Region 7 - Kansas City","Shigella","7","0.5"
"2,023","2","5","Region 7 - Kansas City","Shigella","8","3.5"
"2,023","2","6","Region 7 - Kansas City","Shigella","10","2.5"
"2,023","3","7","Region 7 - Kansas City","Shigella","6","4"
"2,023","3","8","Region 7 - Kansas City","Shigella","8","6"
"2,023","3","9","Region 7 - Kansas City","Shigella","13","3.5"
"2,023","4","10","Region 7 - Kansas City","Shigella","27","4"
"2,023","4","11","Region 7 - Kansas City","Shigella","20","3"
"2,023","4","12","Region 7 - Kansas City","Shigella","6","2.5"
"2,024","1","1","Region 7 - Kansas City","Shigella","13","7"
"2,024","1","2","Region 7 - Kansas City","Shigella","15","10"
"2,024","1","3","Region 7 - Kansas City","Shigella","11","5"
"2,024","2","4","Region 7 - Kansas City","Shigella","16","4"
"2,024","2","5","Region 7 - Kansas City","Shigella","13","7.5"
"2,024","2","6","Region 7 - Kansas City","Shigella","24","7.5"
"2,024","3","7","Region 7 - Kansas City","Shigella","52","7"
"2,024","3","8","Region 7 - Kansas City","Shigella","46","10"
"2,024","3","9","Region 7 - Kansas City","Shigella","49","10"
"2,024","4","10","Region 7 - Kansas City","Shigella","48","17.5"
"2,024","4","11","Region 7 - Kansas City","Shigella","14","13"
"2,024","4","12","Region 7 - Kansas City","Shigella","20","5.5"
"2,025","1","1","Region 7 - Kansas City","Shigella","8","11.5"
"2,025","1","2","Region 7 - Kansas City","Shigella","5","12.5"
"2,025","1","3","Region 7 - Kansas City","Shigella","8","8.5"
"2,025","2","4","Region 7 - Kansas City","Shigella","13","11.5"
"2,025","2","5","Region 7 - Kansas City","Shigella","19","10.5"
"2,023","1","1","Region 7 - Kansas City","Vibrio","0","0"
"2,023","1","2","Region 7 - Kansas City","Vibrio","1","0.5"
"2,023","1","3","Region 7 - Kansas City","Vibrio","0","0"
"2,023","2","4","Region 7 - Kansas City","Vibrio","2","1"
"2,023","2","5","Region 7 - Kansas City","Vibrio","1","0"
"2,023","2","6","Region 7 - Kansas City","Vibrio","2","1.5"
"2,023","3","7","Region 7 - Kansas City","Vibrio","4","1"
"2,023","3","8","Region 7 - Kansas City","Vibrio","4","1"
"2,023","3","9","Region 7 - Kansas City","Vibrio","0","0"
"2,023","4","10","Region 7 - Kansas City","Vibrio","0","0"
"2,023","4","11","Region 7 - Kansas City","Vibrio","1","1.5"
"2,023","4","12","Region 7 - Kansas City","Vibrio","1","0"
"2,024","1","1","Region 7 - Kansas City","Vibrio","1","0"
"2,024","1","2","Region 7 - Kansas City","Vibrio","0","1"
"2,024","1","3","Region 7 - Kansas City","Vibrio","5","0"
"2,024","2","4","Region 7 - Kansas City","Vibrio","0","2"
"2,024","2","5","Region 7 - Kansas City","Vibrio","2","0.5"
"2,024","2","6","Region 7 - Kansas City","Vibrio","1","2.5"
"2,024","3","7","Region 7 - Kansas City","Vibrio","3","3"
"2,024","3","8","Region 7 - Kansas City","Vibrio","3","3"
"2,024","3","9","Region 7 - Kansas City","Vibrio","0","0"
"2,024","4","10","Region 7 - Kansas City","Vibrio","0","0"
"2,024","4","11","Region 7 - Kansas City","Vibrio","0","2"
"2,024","4","12","Region 7 - Kansas City","Vibrio","0","0.5"
"2,025","2","5","Region 7 - Kansas City","Vibrio","0","1.5"
"2,025","2","6","Region 7 - Kansas City","Vibrio","2","1.5"
"2,025","3","7","Region 7 - Kansas City","Vibrio","0","3.5"
"2,023","1","1","Region 8 - Denver","Campylobacter","32","9"
"2,023","1","2","Region 8 - Denver","Campylobacter","26","11.5"
"2,023","1","3","Region 8 - Denver","Campylobacter","45","16.5"
"2,023","2","4","Region 8 - Denver","Campylobacter","37","15.5"
"2,023","2","6","Region 8 - Denver","Campylobacter","75","20"
"2,023","3","7","Region 8 - Denver","Campylobacter","83","26"
"2,023","3","8","Region 8 - Denver","Campylobacter","87","31.5"
"2,023","3","9","Region 8 - Denver","Campylobacter","88","28.5"
"2,023","4","10","Region 8 - Denver","Campylobacter","71","22.5"
"2,023","4","11","Region 8 - Denver","Campylobacter","44","16"
"2,023","4","12","Region 8 - Denver","Campylobacter","29","12.5"
"2,024","1","1","Region 8 - Denver","Campylobacter","26","25"
"2,024","1","2","Region 8 - Denver","Campylobacter","32","24.5"
"2,024","1","3","Region 8 - Denver","Campylobacter","32","39"
"2,024","2","4","Region 8 - Denver","Campylobacter","48","34"
"2,024","2","6","Region 8 - Denver","Campylobacter","74","57.5"
"2,024","3","7","Region 8 - Denver","Campylobacter","74","67.5"
"2,024","3","8","Region 8 - Denver","Campylobacter","66","75"
"2,024","3","9","Region 8 - Denver","Campylobacter","47","72.5"
"2,024","4","10","Region 8 - Denver","Campylobacter","42","58"
"2,024","4","11","Region 8 - Denver","Campylobacter","36","38"
"2,024","4","12","Region 8 - Denver","Campylobacter","25","27"
"2,025","1","1","Region 8 - Denver","Campylobacter","22","29"
"2,025","1","2","Region 8 - Denver","Campylobacter","24","29"
"2,025","1","3","Region 8 - Denver","Campylobacter","33","38.5"
"2,023","1","1","Region 8 - Denver","STEC","25","8.5"
"2,023","1","2","Region 8 - Denver","STEC","25","12.5"
"2,023","1","3","Region 8 - Denver","STEC","30","16"
"2,023","2","4","Region 8 - Denver","STEC","38","15"
"2,023","2","5","Region 8 - Denver","STEC","52","23.5"
"2,023","2","6","Region 8 - Denver","STEC","92","34"
"2,023","3","7","Region 8 - Denver","STEC","94","41.5"
"2,023","3","8","Region 8 - Denver","STEC","95","41"
"2,023","3","9","Region 8 - Denver","STEC","52","30.5"
"2,023","4","10","Region 8 - Denver","STEC","39","26"
"2,023","4","11","Region 8 - Denver","STEC","44","19.5"
"2,023","4","12","Region 8 - Denver","STEC","39","16.5"
"2,024","1","1","Region 8 - Denver","STEC","18","21"
"2,024","1","2","Region 8 - Denver","STEC","30","25"
"2,024","1","3","Region 8 - Denver","STEC","29","31"
"2,024","2","4","Region 8 - Denver","STEC","34","34"
"2,024","2","5","Region 8 - Denver","STEC","43","49.5"
"2,024","2","6","Region 8 - Denver","STEC","63","80"
"2,024","3","7","Region 8 - Denver","STEC","103","88.5"
"2,024","3","8","Region 8 - Denver","STEC","59","88.5"
"2,024","3","9","Region 8 - Denver","STEC","52","56.5"
"2,024","4","10","Region 8 - Denver","STEC","133","45.5"
"2,024","4","11","Region 8 - Denver","STEC","42","41.5"
"2,024","4","12","Region 8 - Denver","STEC","36","36"
"2,025","1","1","Region 8 - Denver","STEC","26","21.5"
"2,025","1","2","Region 8 - Denver","STEC","19","27.5"
"2,025","1","3","Region 8 - Denver","STEC","40","29.5"
"2,025","2","4","Region 8 - Denver","STEC","40","36"
"2,025","2","5","Region 8 - Denver","STEC","54","47.5"
"2,023","1","1","Region 8 - Denver","Salmonella","97","54"
"2,023","1","2","Region 8 - Denver","Salmonella","93","34.5"
"2,023","1","3","Region 8 - Denver","Salmonella","117","45"
"2,023","2","4","Region 8 - Denver","Salmonella","148","63"
"2,023","2","5","Region 8 - Denver","Salmonella","134","80.5"
"2,023","2","6","Region 8 - Denver","Salmonella","148","70"
"2,023","3","7","Region 8 - Denver","Salmonella","199","97"
"2,023","3","8","Region 8 - Denver","Salmonella","237","98.5"
"2,023","3","9","Region 8 - Denver","Salmonella","160","83"
"2,023","4","10","Region 8 - Denver","Salmonella","155","85"
"2,023","4","11","Region 8 - Denver","Salmonella","166","58"
"2,023","4","12","Region 8 - Denver","Salmonella","122","58"
"2,024","1","1","Region 8 - Denver","Salmonella","127","102.5"
"2,024","1","2","Region 8 - Denver","Salmonella","92","81"
"2,024","1","3","Region 8 - Denver","Salmonella","114","103.5"
"2,024","2","4","Region 8 - Denver","Salmonella","136","137"
"2,024","2","5","Region 8 - Denver","Salmonella","163","147.5"
"2,024","2","6","Region 8 - Denver","Salmonella","184","144"
"2,024","3","7","Region 8 - Denver","Salmonella","193","196.5"
"2,024","3","8","Region 8 - Denver","Salmonella","214","217"
"2,024","3","9","Region 8 - Denver","Salmonella","182","163"
"2,024","4","10","Region 8 - Denver","Salmonella","156","162.5"
"2,024","4","11","Region 8 - Denver","Salmonella","149","141"
"2,024","4","12","Region 8 - Denver","Salmonella","113","119"
"2,025","1","1","Region 8 - Denver","Salmonella","100","112"
"2,025","1","2","Region 8 - Denver","Salmonella","63","92.5"
"2,025","2","4","Region 8 - Denver","Salmonella","128","142"
"2,023","1","1","Region 8 - Denver","Shigella","20","11.5"
"2,023","1","2","Region 8 - Denver","Shigella","21","6.5"
"2,023","1","3","Region 8 - Denver","Shigella","29","9.5"
"2,023","2","4","Region 8 - Denver","Shigella","22","9"
"2,023","2","5","Region 8 - Denver","Shigella","23","6.5"
"2,023","2","6","Region 8 - Denver","Shigella","18","6"
"2,023","3","7","Region 8 - Denver","Shigella","20","10"
"2,023","3","8","Region 8 - Denver","Shigella","36","14"
"2,023","3","9","Region 8 - Denver","Shigella","38","8.5"
"2,023","4","10","Region 8 - Denver","Shigella","28","18"
"2,023","4","11","Region 8 - Denver","Shigella","22","13.5"
"2,023","4","12","Region 8 - Denver","Shigella","29","8"
"2,024","1","1","Region 8 - Denver","Shigella","26","21.5"
"2,024","1","2","Region 8 - Denver","Shigella","28","17"
"2,024","1","3","Region 8 - Denver","Shigella","23","24"
"2,024","2","4","Region 8 - Denver","Shigella","27","20"
"2,024","2","5","Region 8 - Denver","Shigella","25","18"
"2,024","2","6","Region 8 - Denver","Shigella","20","15"
"2,024","3","7","Region 8 - Denver","Shigella","35","20"
"2,024","3","8","Region 8 - Denver","Shigella","37","32"
"2,024","3","9","Region 8 - Denver","Shigella","47","27.5"
"2,024","4","10","Region 8 - Denver","Shigella","46","32"
"2,024","4","11","Region 8 - Denver","Shigella","32","24.5"
"2,024","4","12","Region 8 - Denver","Shigella","19","22.5"
"2,025","1","1","Region 8 - Denver","Shigella","23","23"
"2,025","1","2","Region 8 - Denver","Shigella","18","24.5"
"2,025","1","3","Region 8 - Denver","Shigella","23","26"
"2,025","2","4","Region 8 - Denver","Shigella","25","24.5"
"2,025","2","5","Region 8 - Denver","Shigella","14","24"
"2,023","1","1","Region 8 - Denver","Vibrio","1","0.5"
"2,023","1","2","Region 8 - Denver","Vibrio","0","0.5"
"2,023","1","3","Region 8 - Denver","Vibrio","0","0"
"2,023","2","4","Region 8 - Denver","Vibrio","0","0.5"
"2,023","2","5","Region 8 - Denver","Vibrio","0","2"
"2,023","2","6","Region 8 - Denver","Vibrio","5","1.5"
"2,023","3","7","Region 8 - Denver","Vibrio","13","1"
"2,023","3","8","Region 8 - Denver","Vibrio","4","3"
"2,023","3","9","Region 8 - Denver","Vibrio","9","0.5"
"2,023","4","10","Region 8 - Denver","Vibrio","0","1.5"
"2,023","4","11","Region 8 - Denver","Vibrio","5","0"
"2,023","4","12","Region 8 - Denver","Vibrio","1","0.5"
"2,024","1","1","Region 8 - Denver","Vibrio","2","1"
"2,024","1","2","Region 8 - Denver","Vibrio","0","0.5"
"2,024","1","3","Region 8 - Denver","Vibrio","2","0"
"2,024","2","4","Region 8 - Denver","Vibrio","1","0.5"
"2,024","2","6","Region 8 - Denver","Vibrio","1","4"
"2,024","3","7","Region 8 - Denver","Vibrio","6","7.5"
"2,024","3","8","Region 8 - Denver","Vibrio","4","5"
"2,024","3","9","Region 8 - Denver","Vibrio","1","5"
"2,024","4","11","Region 8 - Denver","Vibrio","0","2.5"
"2,024","4","12","Region 8 - Denver","Vibrio","1","1"
"2,025","1","1","Region 8 - Denver","Vibrio","0","1.5"
"2,025","1","2","Region 8 - Denver","Vibrio","0","0"
"2,025","2","4","Region 8 - Denver","Vibrio","0","0.5"
"2,025","2","5","Region 8 - Denver","Vibrio","1","0"
"2,025","2","6","Region 8 - Denver","Vibrio","3","3"
"2,023","1","1","Region 9 - San Francisco","Campylobacter","15","4.5"
"2,023","1","2","Region 9 - San Francisco","Campylobacter","17","3.5"
"2,023","1","3","Region 9 - San Francisco","Campylobacter","14","5.5"
"2,023","2","4","Region 9 - San Francisco","Campylobacter","19","3"
"2,023","2","5","Region 9 - San Francisco","Campylobacter","27","6"
"2,023","2","6","Region 9 - San Francisco","Campylobacter","29","8"
"2,023","3","7","Region 9 - San Francisco","Campylobacter","42","5"
"2,023","3","8","Region 9 - San Francisco","Campylobacter","25","8.5"
"2,023","3","9","Region 9 - San Francisco","Campylobacter","29","8.5"
"2,023","4","10","Region 9 - San Francisco","Campylobacter","18","6.5"
"2,023","4","11","Region 9 - San Francisco","Campylobacter","17","2"
"2,023","4","12","Region 9 - San Francisco","Campylobacter","7","1.5"
"2,024","1","1","Region 9 - San Francisco","Campylobacter","28","12"
"2,024","1","2","Region 9 - San Francisco","Campylobacter","25","12"
"2,024","1","3","Region 9 - San Francisco","Campylobacter","24","12.5"
"2,024","2","4","Region 9 - San Francisco","Campylobacter","22","12.5"
"2,024","2","5","Region 9 - San Francisco","Campylobacter","21","19.5"
"2,024","2","6","Region 9 - San Francisco","Campylobacter","24","22.5"
"2,024","3","7","Region 9 - San Francisco","Campylobacter","27","26"
"2,024","3","8","Region 9 - San Francisco","Campylobacter","27","21"
"2,024","3","9","Region 9 - San Francisco","Campylobacter","28","23"
"2,024","4","10","Region 9 - San Francisco","Campylobacter","30","15.5"
"2,024","4","11","Region 9 - San Francisco","Campylobacter","7","10.5"
"2,024","4","12","Region 9 - San Francisco","Campylobacter","7","5"
"2,025","1","1","Region 9 - San Francisco","Campylobacter","16","21.5"
"2,025","1","2","Region 9 - San Francisco","Campylobacter","10","21"
"2,025","1","3","Region 9 - San Francisco","Campylobacter","4","19"
"2,025","2","4","Region 9 - San Francisco","Campylobacter","8","20.5"
"2,025","2","5","Region 9 - San Francisco","Campylobacter","5","24"
"2,023","1","1","Region 9 - San Francisco","STEC","77","28"
"2,023","2","4","Region 9 - San Francisco","STEC","71","55.5"
"2,023","2","5","Region 9 - San Francisco","STEC","94","58"
"2,023","3","7","Region 9 - San Francisco","STEC","154","71.5"
"2,023","3","8","Region 9 - San Francisco","STEC","130","54"
"2,023","3","9","Region 9 - San Francisco","STEC","105","34.5"
"2,023","4","10","Region 9 - San Francisco","STEC","135","43"
"2,023","4","11","Region 9 - San Francisco","STEC","89","34"
"2,023","4","12","Region 9 - San Francisco","STEC","80","26"
"2,024","1","1","Region 9 - San Francisco","STEC","80","66.5"
"2,024","2","4","Region 9 - San Francisco","STEC","105","91"
"2,024","2","5","Region 9 - San Francisco","STEC","92","105"
"2,024","3","7","Region 9 - San Francisco","STEC","132","148.5"
"2,024","3","8","Region 9 - San Francisco","STEC","133","119"
"2,024","3","9","Region 9 - San Francisco","STEC","112","87"
"2,024","4","10","Region 9 - San Francisco","STEC","128","110.5"
"2,023","1","1","Region 9 - San Francisco","Salmonella","397","126"
"2,023","1","2","Region 9 - San Francisco","Salmonella","348","134.5"
"2,023","1","3","Region 9 - San Francisco","Salmonella","391","163"
"2,023","2","4","Region 9 - San Francisco","Salmonella","390","197"
"2,023","2","5","Region 9 - San Francisco","Salmonella","549","241.5"
"2,023","2","6","Region 9 - San Francisco","Salmonella","652","271.5"
"2,023","3","8","Region 9 - San Francisco","Salmonella","1,034","395.5"
"2,023","3","9","Region 9 - San Francisco","Salmonella","867","421"
"2,023","4","10","Region 9 - San Francisco","Salmonella","936","352"
"2,023","4","11","Region 9 - San Francisco","Salmonella","744","228.5"
"2,023","4","12","Region 9 - San Francisco","Salmonella","532","183"
"2,024","1","1","Region 9 - San Francisco","Salmonella","507","324.5"
"2,024","1","2","Region 9 - San Francisco","Salmonella","364","308.5"
"2,024","1","3","Region 9 - San Francisco","Salmonella","413","358.5"
"2,024","2","4","Region 9 - San Francisco","Salmonella","485","392"
"2,024","2","5","Region 9 - San Francisco","Salmonella","670","516"
"2,024","2","6","Region 9 - San Francisco","Salmonella","676","597.5"
"2,024","4","10","Region 9 - San Francisco","Salmonella","799","820"
"2,024","4","12","Region 9 - San Francisco","Salmonella","491","449"
"2,025","1","1","Region 9 - San Francisco","Salmonella","428","452"
"2,023","1","1","Region 9 - San Francisco","Shigella","116","69.5"
"2,023","1","2","Region 9 - San Francisco","Shigella","83","60.5"
"2,023","1","3","Region 9 - San Francisco","Shigella","125","64"
"2,023","2","4","Region 9 - San Francisco","Shigella","105","61.5"
"2,023","2","5","Region 9 - San Francisco","Shigella","139","68.5"
"2,023","2","6","Region 9 - San Francisco","Shigella","93","64.5"
"2,023","3","7","Region 9 - San Francisco","Shigella","114","43"
"2,023","3","8","Region 9 - San Francisco","Shigella","142","51.5"
"2,023","3","9","Region 9 - San Francisco","Shigella","138","56"
"2,023","4","11","Region 9 - San Francisco","Shigella","210","62"
"2,023","4","12","Region 9 - San Francisco","Shigella","192","38"
"2,024","1","1","Region 9 - San Francisco","Shigella","272","127.5"
"2,024","1","2","Region 9 - San Francisco","Shigella","272","102"
"2,024","1","3","Region 9 - San Francisco","Shigella","246","126.5"
"2,024","2","4","Region 9 - San Francisco","Shigella","204","114"
"2,024","2","5","Region 9 - San Francisco","Shigella","234","138"
"2,024","2","6","Region 9 - San Francisco","Shigella","219","111"
"2,024","3","7","Region 9 - San Francisco","Shigella","299","100"
"2,024","3","9","Region 9 - San Francisco","Shigella","189","125"
"2,024","4","11","Region 9 - San Francisco","Shigella","160","167"
"2,025","1","1","Region 9 - San Francisco","Shigella","187","194"
"2,025","1","2","Region 9 - San Francisco","Shigella","141","177.5"
"2,025","1","3","Region 9 - San Francisco","Shigella","154","185.5"
"2,023","1","1","Region 9 - San Francisco","Vibrio","1","1.5"
"2,023","1","3","Region 9 - San Francisco","Vibrio","1","0.5"
"2,023","2","4","Region 9 - San Francisco","Vibrio","0","0.5"
"2,023","2","5","Region 9 - San Francisco","Vibrio","1","1"
"2,023","3","9","Region 9 - San Francisco","Vibrio","6","2.5"
"2,023","4","10","Region 9 - San Francisco","Vibrio","1","4"
"2,023","4","11","Region 9 - San Francisco","Vibrio","0","2.5"
"2,023","4","12","Region 9 - San Francisco","Vibrio","0","0.5"
"2,024","1","1","Region 9 - San Francisco","Vibrio","3","2"
"2,024","1","3","Region 9 - San Francisco","Vibrio","2","1"
"2,024","2","4","Region 9 - San Francisco","Vibrio","0","0.5"
"2,024","2","5","Region 9 - San Francisco","Vibrio","1","1.5"
"2,024","3","9","Region 9 - San Francisco","Vibrio","5","5.5"
"2,024","4","10","Region 9 - San Francisco","Vibrio","4","4.5"
"2,025","1","1","Region 9 - San Francisco","Vibrio","0","2"
"2,025","1","2","Region 9 - San Francisco","Vibrio","0","3"
"2,025","1","3","Region 9 - San Francisco","Vibrio","0","1.5"
"2,025","2","4","Region 9 - San Francisco","Vibrio","0","0"
"2,025","2","5","Region 9 - San Francisco","Vibrio","3","1"
"2,025","2","6","Region 6 - Dallas","Vibrio","12","12"
"2,025","2","6","Region 4 - Atlanta","Shigella","31","31.5"
"2,025","2","6","Region 8 - Denver","Salmonella","144","166"
"2,024","1","3","Region 9 - San Francisco","STEC","76","87.5"
"2,024","4","12","Region 9 - San Francisco","Vibrio","0","0.5"
"2,025","2","5","Region 7 - Kansas City","Campylobacter","2","4"
"2,025","2","6","Region 8 - Denver","STEC","68","77.5"
"2,025","2","4","Region 6 - Dallas","Salmonella","557","427"
"2,025","2","6","Region 10 - Seattle","Salmonella","180","142"
"2,025","1","3","Region 9 - San Francisco","STEC","95","87"
"2,025","2","6","Region 2 - New York","Vibrio","4","8.5"
"2,025","2","6","Region 7 - Kansas City","Shigella","11","17"
"2,024","1","3","Region 3 - Philadelphia","Vibrio","1","0.5"
"2,023","3","7","Region 3 - Philadelphia","Salmonella","520","237"
"2,025","2","4","Region 2 - New York","Campylobacter","0","1"
"2,025","2","5","Region 5 - Chicago","STEC","136","139"
"2,024","2","6","Region 2 - New York","Campylobacter","8","9"
"2,024","2","5","Region 8 - Denver","Campylobacter","52","45"
"2,025","2","6","Region 10 - Seattle","STEC","68","63.5"
"2,025","1","2","Region 3 - Philadelphia","Salmonella","170","186.5"
"2,024","3","8","Region 9 - San Francisco","Salmonella","1,040","912.5"
"2,025","2","5","Region 5 - Chicago","Shigella","51","42.5"
"2,025","1","1","Region 7 - Kansas City","Vibrio","0","0.5"
"2,023","2","6","Region 9 - San Francisco","STEC","120","80"
"2,025","2","6","Region 7 - Kansas City","STEC","92","79"
"2,025","1","3","Region 7 - Kansas City","Vibrio","0","2.5"
"2,025","1","3","Region 3 - Philadelphia","Vibrio","0","0.5"
"2,024","3","7","Region 6 - Dallas","Salmonella","1,011","779.5"
"2,025","2","6","Region 2 - New York","Campylobacter","5","4"
"2,025","2","6","Region 1 - Boston","Campylobacter","59","49.5"
"2,024","3","8","Region 9 - San Francisco","Shigella","295","122.5"
"2,024","3","7","Region 1 - Boston","Salmonella","311","289.5"
"2,025","2","6","Region 5 - Chicago","Vibrio","2","7.5"
"2,023","4","10","Region 5 - Chicago","Salmonella","569","254.5"
"2,024","4","12","Region 9 - San Francisco","STEC","78","66"
"2,025","2","6","Region 7 - Kansas City","Campylobacter","6","1.5"
"2,025","1","1","Region 2 - New York","Vibrio","0","0.5"
"2,025","2","6","Region 9 - San Francisco","Campylobacter","23","26.5"
"2,025","2","6","Region 10 - Seattle","Shigella","20","13.5"
"2,025","2","5","Region 10 - Seattle","Salmonella","178","144"
"2,024","1","2","Region 3 - Philadelphia","Salmonella","186","159.5"
"2,025","1","2","Region 2 - New York","Vibrio","0","0.5"
"2,025","2","4","Region 3 - Philadelphia","Salmonella","292","282.5"
"2,025","1","1","Region 6 - Dallas","Vibrio","3","0.5"
"2,025","1","1","Region 9 - San Francisco","STEC","95","78.5"
"2,025","2","6","Region 1 - Boston","Salmonella","187","216"
"2,025","1","3","Region 8 - Denver","Vibrio","0","1"
"2,025","2","5","Region 3 - Philadelphia","Salmonella","404","365"
"2,025","1","3","Region 9 - San Francisco","Salmonella","488","402"
"2,025","2","4","Region 7 - Kansas City","Vibrio","0","1"
"2,025","2","6","Region 8 - Denver","Campylobacter","77","74.5"
"2,025","2","4","Region 9 - San Francisco","Shigella","154","154.5"
"2,025","1","3","Region 1 - Boston","Vibrio","2","1"
"2,024","2","5","Region 8 - Denver","Vibrio","0","2"
"2,025","2","6","Region 2 - New York","Shigella","48","58"
"2,024","4","11","Region 9 - San Francisco","Salmonella","599","600.5"
"2,025","2","4","Region 8 - Denver","Campylobacter","40","42.5"
"2,025","2","4","Region 3 - Philadelphia","STEC","45","40"
"2,025","2","6","Region 6 - Dallas","Campylobacter","12","21"
"2,025","2","5","Region 3 - Philadelphia","STEC","33","49.5"
"2,025","1","3","Region 2 - New York","Campylobacter","1","4"
"2,025","2","5","Region 8 - Denver","Campylobacter","49","48.5"
"2,025","2","6","Region 3 - Philadelphia","Shigella","17","15.5"
"2,025","2","4","Region 2 - New York","Vibrio","0","0.5"
"2,024","4","10","Region 5 - Chicago","Salmonella","691","539"
"2,024","1","2","Region 9 - San Francisco","STEC","82","61"
"2,024","4","10","Region 8 - Denver","Vibrio","2","1.5"
"2,025","2","5","Region 9 - San Francisco","Shigella","155","186.5"
"2,025","2","6","Region 5 - Chicago","Campylobacter","103","110"
"2,025","1","3","Region 10 - Seattle","Vibrio","0","0.5"
"2,025","1","2","Region 10 - Seattle","Vibrio","0","1"
"2,025","2","5","Region 1 - Boston","Salmonella","171","221.5"
"2,024","3","9","Region 6 - Dallas","Campylobacter","11","1"
"2,024","3","7","Region 2 - New York","Salmonella","517","412.5"
"2,024","1","1","Region 3 - Philadelphia","Salmonella","245","178.5"
"2,025","2","4","Region 4 - Atlanta","Salmonella","882","783"
"2,024","1","2","Region 7 - Kansas City","Campylobacter","0","1"
"2,024","4","10","Region 9 - San Francisco","Shigella","233","162.5"
"2,023","3","7","Region 5 - Chicago","Salmonella","879","397.5"
"2,024","3","8","Region 2 - New York","Campylobacter","2","8.5"
"2,023","2","5","Region 8 - Denver","Campylobacter","45","22.5"
"2,025","2","5","Region 4 - Atlanta","Shigella","48","21"
"2,025","1","1","Region 3 - Philadelphia","Salmonella","193","217"
"2,025","1","3","Region 7 - Kansas City","Campylobacter","0","0.5"
"2,025","2","5","Region 4 - Atlanta","Vibrio","14","17.5"
"2,023","1","2","Region 9 - San Francisco","STEC","64","29"
"2,025","2","6","Region 1 - Boston","Shigella","29","31.5"
"2,023","4","10","Region 9 - San Francisco","Shigella","166","79.5"
"2,025","1","3","Region 10 - Seattle","Salmonella","104","105.5"
"2,025","2","6","Region 10 - Seattle","Vibrio","2","2"
"2,025","2","6","Region 5 - Chicago","Salmonella","747","699"
"2,025","2","6","Region 6 - Dallas","STEC","59","85"
"2,024","1","1","Region 2 - New York","Vibrio","1","0.5"
"2,025","2","6","Region 3 - Philadelphia","Vibrio","16","5.5"
"2,025","2","6","Region 1 - Boston","STEC","21","24"
"2,025","2","6","Region 4 - Atlanta","Vibrio","16","30.5"
"2,025","2","4","Region 4 - Atlanta","Shigella","41","26"
"2,025","1","2","Region 9 - San Francisco","STEC","73","73"
"2,024","2","6","Region 9 - San Francisco","STEC","116","140"
"2,025","3","7","Region 2 - New York","Campylobacter","3","1"
"2,025","2","4","Region 4 - Atlanta","STEC","60","48"
