"table_id","Food_category","Year_first_ill","Serotype","No_of_illnesses","No_of_outbreaks","Pathogen","Year","Year_range","Running_total_by_year_range"
"Pork_Uganda_2016-2020","Pork","2,019","Uganda","0","0","Salmonella","2,020","2016-2020","0"
"Pork_Uganda_2016-2020","Pork","2,020","Uganda","0","0","Salmonella","2,020","2016-2020","0"
"Pork_Adelaide_2012-2016","Pork","2,012","Adelaide","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Adelaide_2012-2016","Pork","2,013","Adelaide","14","1","Salmonella","2,021","2012-2016","14"
"Pork_Adelaide_2012-2016","Pork","2,014","Adelaide","0","0","Salmonella","2,021","2012-2016","14"
"Pork_Adelaide_2012-2016","Pork","2,015","Adelaide","0","0","Salmonella","2,021","2012-2016","14"
"Pork_Adelaide_2012-2016","Pork","2,016","Adelaide","0","0","Salmonella","2,021","2012-2016","14"
"Pork_Adelaide_2017-2021","Pork","2,017","Adelaide","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Adelaide_2017-2021","Pork","2,018","Adelaide","48","2","Salmonella","2,021","2017-2021","48"
"Pork_Adelaide_2017-2021","Pork","2,019","Adelaide","0","0","Salmonella","2,021","2017-2021","48"
"Pork_Adelaide_2017-2021","Pork","2,020","Adelaide","0","0","Salmonella","2,021","2017-2021","48"
"Pork_Adelaide_2017-2021","Pork","2,021","Adelaide","0","0","Salmonella","2,021","2017-2021","48"
"Pork_Agona_2012-2016","Pork","2,012","Agona","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Agona_2012-2016","Pork","2,013","Agona","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Agona_2012-2016","Pork","2,014","Agona","5","1","Salmonella","2,021","2012-2016","5"
"Pork_Agona_2012-2016","Pork","2,015","Agona","10","1","Salmonella","2,021","2012-2016","15"
"Pork_Agona_2012-2016","Pork","2,016","Agona","0","0","Salmonella","2,021","2012-2016","15"
"Pork_Agona_2017-2021","Pork","2,017","Agona","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Agona_2017-2021","Pork","2,018","Agona","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Agona_2017-2021","Pork","2,019","Agona","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Agona_2017-2021","Pork","2,020","Agona","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Agona_2017-2021","Pork","2,021","Agona","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Anatum_2012-2016","Chicken","2,012","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Anatum_2012-2016","Chicken","2,013","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Anatum_2012-2016","Chicken","2,014","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Anatum_2012-2016","Chicken","2,015","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Anatum_2012-2016","Chicken","2,016","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Anatum_2017-2021","Chicken","2,017","Anatum","4","1","Salmonella","2,021","2017-2021","4"
"Chicken_Anatum_2017-2021","Chicken","2,018","Anatum","0","0","Salmonella","2,021","2017-2021","4"
"Chicken_Anatum_2017-2021","Chicken","2,019","Anatum","0","0","Salmonella","2,021","2017-2021","4"
"Chicken_Anatum_2017-2021","Chicken","2,020","Anatum","0","0","Salmonella","2,021","2017-2021","4"
"Chicken_Anatum_2017-2021","Chicken","2,021","Anatum","0","0","Salmonella","2,021","2017-2021","4"
"Turkey_Anatum_2012-2016","Turkey","2,012","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Anatum_2012-2016","Turkey","2,013","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Anatum_2012-2016","Turkey","2,014","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Anatum_2012-2016","Turkey","2,015","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Anatum_2012-2016","Turkey","2,016","Anatum","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Anatum_2017-2021","Turkey","2,017","Anatum","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Anatum_2017-2021","Turkey","2,018","Anatum","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Anatum_2017-2021","Turkey","2,019","Anatum","8","1","Salmonella","2,021","2017-2021","8"
"Turkey_Anatum_2017-2021","Turkey","2,020","Anatum","0","0","Salmonella","2,021","2017-2021","8"
"Turkey_Anatum_2017-2021","Turkey","2,021","Anatum","0","0","Salmonella","2,021","2017-2021","8"
"Pork_Berta_2012-2016","Pork","2,012","Berta","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Berta_2012-2016","Pork","2,013","Berta","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Berta_2012-2016","Pork","2,014","Berta","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Berta_2012-2016","Pork","2,015","Berta","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Berta_2012-2016","Pork","2,016","Berta","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Berta_2017-2021","Pork","2,017","Berta","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Berta_2017-2021","Pork","2,018","Berta","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Berta_2017-2021","Pork","2,019","Berta","30","1","Salmonella","2,021","2017-2021","30"
"Pork_Berta_2017-2021","Pork","2,020","Berta","0","0","Salmonella","2,021","2017-2021","30"
"Pork_Berta_2017-2021","Pork","2,021","Berta","0","0","Salmonella","2,021","2017-2021","30"
"Chicken_Blockley_2012-2016","Chicken","2,012","Blockley","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Blockley_2012-2016","Chicken","2,013","Blockley","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Blockley_2012-2016","Chicken","2,014","Blockley","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Blockley_2012-2016","Chicken","2,015","Blockley","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Blockley_2012-2016","Chicken","2,016","Blockley","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Blockley_2017-2021","Chicken","2,017","Blockley","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Blockley_2017-2021","Chicken","2,018","Blockley","51","1","Salmonella","2,021","2017-2021","51"
"Chicken_Blockley_2017-2021","Chicken","2,019","Blockley","95","1","Salmonella","2,021","2017-2021","146"
"Chicken_Blockley_2017-2021","Chicken","2,020","Blockley","0","0","Salmonella","2,021","2017-2021","146"
"Chicken_Blockley_2017-2021","Chicken","2,021","Blockley","0","0","Salmonella","2,021","2017-2021","146"
"Beef_Braenderup_2012-2016","Beef","2,012","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Braenderup_2012-2016","Beef","2,013","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Braenderup_2012-2016","Beef","2,014","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Braenderup_2012-2016","Beef","2,015","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Braenderup_2012-2016","Beef","2,016","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Braenderup_2017-2021","Beef","2,017","Braenderup","11","2","Salmonella","2,021","2017-2021","11"
"Beef_Braenderup_2017-2021","Beef","2,018","Braenderup","0","0","Salmonella","2,021","2017-2021","11"
"Beef_Braenderup_2017-2021","Beef","2,019","Braenderup","0","0","Salmonella","2,021","2017-2021","11"
"Beef_Braenderup_2017-2021","Beef","2,020","Braenderup","0","0","Salmonella","2,021","2017-2021","11"
"Beef_Braenderup_2017-2021","Beef","2,021","Braenderup","0","0","Salmonella","2,021","2017-2021","11"
"Chicken_Braenderup_2012-2016","Chicken","2,012","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Braenderup_2012-2016","Chicken","2,013","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Braenderup_2012-2016","Chicken","2,014","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Braenderup_2012-2016","Chicken","2,015","Braenderup","10","1","Salmonella","2,021","2012-2016","10"
"Chicken_Braenderup_2012-2016","Chicken","2,016","Braenderup","0","0","Salmonella","2,021","2012-2016","10"
"Chicken_Braenderup_2017-2021","Chicken","2,017","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Braenderup_2017-2021","Chicken","2,018","Braenderup","70","1","Salmonella","2,021","2017-2021","70"
"Chicken_Braenderup_2017-2021","Chicken","2,019","Braenderup","0","0","Salmonella","2,021","2017-2021","70"
"Chicken_Braenderup_2017-2021","Chicken","2,020","Braenderup","0","0","Salmonella","2,021","2017-2021","70"
"Chicken_Braenderup_2017-2021","Chicken","2,021","Braenderup","10","1","Salmonella","2,021","2017-2021","80"
"Pork_Braenderup_2012-2016","Pork","2,012","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Braenderup_2012-2016","Pork","2,013","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Braenderup_2012-2016","Pork","2,014","Braenderup","8","1","Salmonella","2,021","2012-2016","8"
"Pork_Braenderup_2012-2016","Pork","2,015","Braenderup","0","0","Salmonella","2,021","2012-2016","8"
"Pork_Braenderup_2012-2016","Pork","2,016","Braenderup","0","0","Salmonella","2,021","2012-2016","8"
"Pork_Braenderup_2017-2021","Pork","2,017","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Braenderup_2017-2021","Pork","2,018","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Braenderup_2017-2021","Pork","2,019","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Braenderup_2017-2021","Pork","2,020","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Braenderup_2017-2021","Pork","2,021","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Braenderup_2012-2016","Turkey","2,012","Braenderup","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Braenderup_2012-2016","Turkey","2,013","Braenderup","4","1","Salmonella","2,021","2012-2016","4"
"Turkey_Braenderup_2012-2016","Turkey","2,014","Braenderup","0","0","Salmonella","2,021","2012-2016","4"
"Turkey_Braenderup_2012-2016","Turkey","2,015","Braenderup","0","0","Salmonella","2,021","2012-2016","4"
"Turkey_Braenderup_2012-2016","Turkey","2,016","Braenderup","0","0","Salmonella","2,021","2012-2016","4"
"Turkey_Braenderup_2017-2021","Turkey","2,017","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Braenderup_2017-2021","Turkey","2,018","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Braenderup_2017-2021","Turkey","2,019","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Braenderup_2017-2021","Turkey","2,020","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Braenderup_2017-2021","Turkey","2,021","Braenderup","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Carmel_2012-2016","Chicken","2,012","Carmel","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Carmel_2012-2016","Chicken","2,013","Carmel","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Carmel_2012-2016","Chicken","2,014","Carmel","33","1","Salmonella","2,021","2012-2016","33"
"Chicken_Carmel_2012-2016","Chicken","2,015","Carmel","0","0","Salmonella","2,021","2012-2016","33"
"Chicken_Carmel_2012-2016","Chicken","2,016","Carmel","0","0","Salmonella","2,021","2012-2016","33"
"Chicken_Carmel_2017-2021","Chicken","2,017","Carmel","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Carmel_2017-2021","Chicken","2,018","Carmel","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Carmel_2017-2021","Chicken","2,019","Carmel","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Carmel_2017-2021","Chicken","2,020","Carmel","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Carmel_2017-2021","Chicken","2,021","Carmel","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Derby_2012-2016","Chicken","2,012","Derby","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Derby_2012-2016","Chicken","2,013","Derby","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Derby_2012-2016","Chicken","2,014","Derby","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_Derby_2012-2016","Chicken","2,015","Derby","3","1","Salmonella","2,021","2012-2016","3"
"Chicken_Derby_2012-2016","Chicken","2,016","Derby","0","0","Salmonella","2,021","2012-2016","3"
"Chicken_Derby_2017-2021","Chicken","2,017","Derby","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Derby_2017-2021","Chicken","2,018","Derby","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Derby_2017-2021","Chicken","2,019","Derby","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Derby_2017-2021","Chicken","2,020","Derby","0","0","Salmonella","2,021","2017-2021","0"
"Chicken_Derby_2017-2021","Chicken","2,021","Derby","0","0","Salmonella","2,021","2017-2021","0"
"Beef_Dublin_2012-2016","Beef","2,012","Dublin","21","1","Salmonella","2,021","2012-2016","21"
"Beef_Dublin_2012-2016","Beef","2,013","Dublin","0","0","Salmonella","2,021","2012-2016","21"
"Beef_Dublin_2012-2016","Beef","2,014","Dublin","0","0","Salmonella","2,021","2012-2016","21"
"Beef_Dublin_2012-2016","Beef","2,015","Dublin","0","0","Salmonella","2,021","2012-2016","21"
"Beef_Dublin_2012-2016","Beef","2,016","Dublin","0","0","Salmonella","2,021","2012-2016","21"
"Beef_Dublin_2017-2021","Beef","2,017","Dublin","0","0","Salmonella","2,021","2017-2021","0"
"Beef_Dublin_2017-2021","Beef","2,018","Dublin","38","1","Salmonella","2,021","2017-2021","38"
"Beef_Dublin_2017-2021","Beef","2,019","Dublin","13","1","Salmonella","2,021","2017-2021","51"
"Beef_Dublin_2017-2021","Beef","2,020","Dublin","0","0","Salmonella","2,021","2017-2021","51"
"Beef_Dublin_2017-2021","Beef","2,021","Dublin","0","0","Salmonella","2,021","2017-2021","51"
"Pork_Eastbourne_2012-2016","Pork","2,012","Eastbourne","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Eastbourne_2012-2016","Pork","2,013","Eastbourne","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Eastbourne_2012-2016","Pork","2,014","Eastbourne","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Eastbourne_2012-2016","Pork","2,015","Eastbourne","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Eastbourne_2012-2016","Pork","2,016","Eastbourne","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Eastbourne_2017-2021","Pork","2,017","Eastbourne","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Eastbourne_2017-2021","Pork","2,018","Eastbourne","21","1","Salmonella","2,021","2017-2021","21"
"Pork_Eastbourne_2017-2021","Pork","2,019","Eastbourne","0","0","Salmonella","2,021","2017-2021","21"
"Pork_Eastbourne_2017-2021","Pork","2,020","Eastbourne","0","0","Salmonella","2,021","2017-2021","21"
"Pork_Eastbourne_2017-2021","Pork","2,021","Eastbourne","0","0","Salmonella","2,021","2017-2021","21"
"Beef_Enteritidis_2012-2016","Beef","2,012","Enteritidis","75","2","Salmonella","2,021","2012-2016","75"
"Beef_Enteritidis_2012-2016","Beef","2,013","Enteritidis","0","0","Salmonella","2,021","2012-2016","75"
"Beef_Enteritidis_2012-2016","Beef","2,014","Enteritidis","0","0","Salmonella","2,021","2012-2016","75"
"Beef_Enteritidis_2012-2016","Beef","2,015","Enteritidis","0","0","Salmonella","2,021","2012-2016","75"
"Beef_Enteritidis_2012-2016","Beef","2,016","Enteritidis","0","0","Salmonella","2,021","2012-2016","75"
"Beef_Enteritidis_2017-2021","Beef","2,017","Enteritidis","6","1","Salmonella","2,021","2017-2021","6"
"Beef_Enteritidis_2017-2021","Beef","2,018","Enteritidis","0","0","Salmonella","2,021","2017-2021","6"
"Beef_Enteritidis_2017-2021","Beef","2,019","Enteritidis","0","0","Salmonella","2,021","2017-2021","6"
"Beef_Enteritidis_2017-2021","Beef","2,020","Enteritidis","0","0","Salmonella","2,021","2017-2021","6"
"Beef_Enteritidis_2017-2021","Beef","2,021","Enteritidis","0","0","Salmonella","2,021","2017-2021","6"
"Chicken_Enteritidis_2012-2016","Chicken","2,012","Enteritidis","71","2","Salmonella","2,021","2012-2016","71"
"Chicken_Enteritidis_2012-2016","Chicken","2,013","Enteritidis","31","3","Salmonella","2,021","2012-2016","102"
"Chicken_Enteritidis_2012-2016","Chicken","2,014","Enteritidis","63","6","Salmonella","2,021","2012-2016","165"
"Chicken_Enteritidis_2012-2016","Chicken","2,015","Enteritidis","50","6","Salmonella","2,021","2012-2016","215"
"Chicken_Enteritidis_2012-2016","Chicken","2,016","Enteritidis","102","2","Salmonella","2,021","2012-2016","317"
"Chicken_Enteritidis_2017-2021","Chicken","2,017","Enteritidis","190","7","Salmonella","2,021","2017-2021","190"
"Chicken_Enteritidis_2017-2021","Chicken","2,018","Enteritidis","59","6","Salmonella","2,021","2017-2021","249"
"Chicken_Enteritidis_2017-2021","Chicken","2,019","Enteritidis","183","6","Salmonella","2,021","2017-2021","432"
"Chicken_Enteritidis_2017-2021","Chicken","2,020","Enteritidis","66","4","Salmonella","2,021","2017-2021","498"
"Chicken_Enteritidis_2017-2021","Chicken","2,021","Enteritidis","181","4","Salmonella","2,021","2017-2021","679"
"Pork_Enteritidis_2012-2016","Pork","2,012","Enteritidis","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Enteritidis_2012-2016","Pork","2,013","Enteritidis","41","2","Salmonella","2,021","2012-2016","41"
"Pork_Enteritidis_2012-2016","Pork","2,014","Enteritidis","0","0","Salmonella","2,021","2012-2016","41"
"Pork_Enteritidis_2012-2016","Pork","2,015","Enteritidis","0","0","Salmonella","2,021","2012-2016","41"
"Pork_Enteritidis_2012-2016","Pork","2,016","Enteritidis","0","0","Salmonella","2,021","2012-2016","41"
"Pork_Enteritidis_2017-2021","Pork","2,017","Enteritidis","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Enteritidis_2017-2021","Pork","2,018","Enteritidis","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Enteritidis_2017-2021","Pork","2,019","Enteritidis","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Enteritidis_2017-2021","Pork","2,020","Enteritidis","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Enteritidis_2017-2021","Pork","2,021","Enteritidis","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Enteritidis_2012-2016","Turkey","2,012","Enteritidis","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Enteritidis_2012-2016","Turkey","2,013","Enteritidis","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Enteritidis_2012-2016","Turkey","2,014","Enteritidis","7","1","Salmonella","2,021","2012-2016","7"
"Turkey_Enteritidis_2012-2016","Turkey","2,015","Enteritidis","37","2","Salmonella","2,021","2012-2016","44"
"Turkey_Enteritidis_2012-2016","Turkey","2,016","Enteritidis","30","1","Salmonella","2,021","2012-2016","74"
"Turkey_Enteritidis_2017-2021","Turkey","2,017","Enteritidis","580","2","Salmonella","2,021","2017-2021","580"
"Turkey_Enteritidis_2017-2021","Turkey","2,018","Enteritidis","0","0","Salmonella","2,021","2017-2021","580"
"Turkey_Enteritidis_2017-2021","Turkey","2,019","Enteritidis","0","0","Salmonella","2,021","2017-2021","580"
"Turkey_Enteritidis_2017-2021","Turkey","2,020","Enteritidis","0","0","Salmonella","2,021","2017-2021","580"
"Turkey_Enteritidis_2017-2021","Turkey","2,021","Enteritidis","4","1","Salmonella","2,021","2017-2021","584"
"Pork_Goldcoast_2012-2016","Pork","2,012","Goldcoast","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Goldcoast_2012-2016","Pork","2,013","Goldcoast","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Goldcoast_2012-2016","Pork","2,014","Goldcoast","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Goldcoast_2012-2016","Pork","2,015","Goldcoast","0","0","Salmonella","2,021","2012-2016","0"
"Pork_Goldcoast_2012-2016","Pork","2,016","Goldcoast","12","1","Salmonella","2,021","2012-2016","12"
"Pork_Goldcoast_2017-2021","Pork","2,017","Goldcoast","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Goldcoast_2017-2021","Pork","2,018","Goldcoast","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Goldcoast_2017-2021","Pork","2,019","Goldcoast","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Goldcoast_2017-2021","Pork","2,020","Goldcoast","0","0","Salmonella","2,021","2017-2021","0"
"Pork_Goldcoast_2017-2021","Pork","2,021","Goldcoast","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Hadar_2012-2016","Turkey","2,012","Hadar","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Hadar_2012-2016","Turkey","2,013","Hadar","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Hadar_2012-2016","Turkey","2,014","Hadar","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Hadar_2012-2016","Turkey","2,015","Hadar","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Hadar_2012-2016","Turkey","2,016","Hadar","0","0","Salmonella","2,021","2012-2016","0"
"Turkey_Hadar_2017-2021","Turkey","2,017","Hadar","0","0","Salmonella","2,021","2017-2021","0"
"Turkey_Hadar_2017-2021","Turkey","2,018","Hadar","17","1","Salmonella","2,021","2017-2021","17"
"Turkey_Hadar_2017-2021","Turkey","2,019","Hadar","0","0","Salmonella","2,021","2017-2021","17"
"Turkey_Hadar_2017-2021","Turkey","2,020","Hadar","34","1","Salmonella","2,021","2017-2021","51"
"Turkey_Hadar_2017-2021","Turkey","2,021","Hadar","0","0","Salmonella","2,021","2017-2021","51"
"Beef_Heidelberg_2012-2016","Beef","2,012","Heidelberg","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Heidelberg_2012-2016","Beef","2,013","Heidelberg","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Heidelberg_2012-2016","Beef","2,014","Heidelberg","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Heidelberg_2012-2016","Beef","2,015","Heidelberg","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Heidelberg_2012-2016","Beef","2,016","Heidelberg","0","0","Salmonella","2,021","2012-2016","0"
"Beef_Heidelberg_2017-2021","Beef","2,017","Heidelberg","32","1","Salmonella","2,021","2017-2021","32"
"Beef_Heidelberg_2017-2021","Beef","2,018","Heidelberg","0","0","Salmonella","2,021","2017-2021","32"
"Beef_Heidelberg_2017-2021","Beef","2,019","Heidelberg","0","0","Salmonella","2,021","2017-2021","32"
"Beef_Heidelberg_2017-2021","Beef","2,020","Heidelberg","0","0","Salmonella","2,021","2017-2021","32"
"Beef_Heidelberg_2017-2021","Beef","2,021","Heidelberg","0","0","Salmonella","2,021","2017-2021","32"
"Chicken_Heidelberg_2012-2016","Chicken","2,012","Heidelberg","134","1","Salmonella","2,021","2012-2016","134"
"Chicken_Heidelberg_2012-2016","Chicken","2,013","Heidelberg","682","4","Salmonella","2,021","2012-2016","816"
"Chicken_Heidelberg_2012-2016","Chicken","2,014","Heidelberg","55","2","Salmonella","2,021","2012-2016","871"
"Chicken_Heidelberg_2012-2016","Chicken","2,015","Heidelberg","0","0","Salmonella","2,021","2012-2016","871"
"Chicken_Heidelberg_2012-2016","Chicken","2,016","Heidelberg","9","1","Salmonella","2,021","2012-2016","880"
"Chicken_Heidelberg_2017-2021","Chicken","2,017","Heidelberg","33","1","Salmonella","2,021","2017-2021","33"
"Chicken_Heidelberg_2017-2021","Chicken","2,018","Heidelberg","2","1","Salmonella","2,021","2017-2021","35"
"Chicken_Heidelberg_2017-2021","Chicken","2,019","Heidelberg","28","1","Salmonella","2,021","2017-2021","63"
"Chicken_Heidelberg_2017-2021","Chicken","2,020","Heidelberg","0","0","Salmonella","2,021","2017-2021","63"
"Chicken_Heidelberg_2017-2021","Chicken","2,021","Heidelberg","0","0","Salmonella","2,021","2017-2021","63"
"Beef_I 4,[5],12:i:-_2012-2016","Beef","2,012","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Beef_I 4,[5],12:i:-_2012-2016","Beef","2,013","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Beef_I 4,[5],12:i:-_2012-2016","Beef","2,014","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Beef_I 4,[5],12:i:-_2012-2016","Beef","2,015","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Beef_I 4,[5],12:i:-_2012-2016","Beef","2,016","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Beef_I 4,[5],12:i:-_2017-2021","Beef","2,017","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","0"
"Beef_I 4,[5],12:i:-_2017-2021","Beef","2,018","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","0"
"Beef_I 4,[5],12:i:-_2017-2021","Beef","2,019","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","0"
"Beef_I 4,[5],12:i:-_2017-2021","Beef","2,020","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","0"
"Beef_I 4,[5],12:i:-_2017-2021","Beef","2,021","I 4,[5],12:i:-","25","1","Salmonella","2,021","2017-2021","25"
"Chicken_I 4,[5],12:i:-_2012-2016","Chicken","2,012","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_I 4,[5],12:i:-_2012-2016","Chicken","2,013","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_I 4,[5],12:i:-_2012-2016","Chicken","2,014","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_I 4,[5],12:i:-_2012-2016","Chicken","2,015","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Chicken_I 4,[5],12:i:-_2012-2016","Chicken","2,016","I 4,[5],12:i:-","64","1","Salmonella","2,021","2012-2016","64"
"Chicken_I 4,[5],12:i:-_2017-2021","Chicken","2,017","I 4,[5],12:i:-","31","2","Salmonella","2,021","2017-2021","31"
"Chicken_I 4,[5],12:i:-_2017-2021","Chicken","2,018","I 4,[5],12:i:-","8","1","Salmonella","2,021","2017-2021","39"
"Chicken_I 4,[5],12:i:-_2017-2021","Chicken","2,019","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","39"
"Chicken_I 4,[5],12:i:-_2017-2021","Chicken","2,020","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","39"
"Chicken_I 4,[5],12:i:-_2017-2021","Chicken","2,021","I 4,[5],12:i:-","0","0","Salmonella","2,021","2017-2021","39"
"Pork_I 4,[5],12:i:-_2012-2016","Pork","2,012","I 4,[5],12:i:-","0","0","Salmonella","2,021","2012-2016","0"
"Pork_I 4,[5],12:i:-_2012-2016","Pork","2,013","I 4,[5],12:i:-","349","2","Salmonella","2,021","2012-2016","349"
"Pork_I 4,[5],12:i:-_2012-2016","Pork","2,014","I 4,[5],12:i:-","38","2","Salmonella","2,021","2012-2016","387"
"Pork_I 4,[5],12:i:-_2012-2016","Pork","2,015","I 4,[5],12:i:-","76","2","Salmonella","2,021","2012-2016","463"
"Pork_I 4,[5],12:i:-_2012-2016","Pork","2,016","I 4,[5],12:i:-","21","2","Salmonella","2,021","2012-2016","484"
"Pork_I 4,[5],12:i:-_2017-2021","Pork","2,017","I 4,[5],12:i:-","45","3","Salmonella","2,021","2017-2021","45"
